run_id,run_name,algorithm,metric,metric_group,step,value,timestamp,time
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/action_descend_ratio,eval_diag_det,800000,0.23048572528741956,1779873730644,2026-05-27T09:22:10.644000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/action_descend_ratio,eval_diag_det,960000,0.09437693590659996,1779874648087,2026-05-27T09:37:28.087000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/action_descend_ratio,eval_diag_det,1120000,0.47305234470444507,1779875526319,2026-05-27T09:52:06.319000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/action_descend_ratio,eval_diag_det,1280000,0.6161633493479753,1779876373239,2026-05-27T10:06:13.239000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/action_descend_ratio,eval_diag_det,1440000,0.56685,1779877473919,2026-05-27T10:24:33.919000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/action_descend_ratio,eval_diag_det,1600000,0.6236578098277412,1779878528554,2026-05-27T10:42:08.554000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/action_descend_ratio,eval_diag_det,1760000,0.5390178241514613,1779879616135,2026-05-27T11:00:16.135000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/action_descend_ratio,eval_diag_det,1920000,0.29986034573865783,1779880583344,2026-05-27T11:16:23.344000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/action_descend_ratio,eval_diag_det,2080000,0.7616460708813404,1779881503362,2026-05-27T11:31:43.362000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/action_descend_ratio,eval_diag_det,2240000,0.3729931823180119,1779882321122,2026-05-27T11:45:21.122000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/action_descend_ratio,eval_diag_det,2400000,0.46286593006037136,1779882937577,2026-05-27T11:55:37.577000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/action_descend_ratio,eval_diag_det,2560000,0.2581553398058252,1779883501021,2026-05-27T12:05:01.021000+00:00
